region,type,sqfeet,beds,baths,comes_furnished,laundry_options,parking_options,cats_allowed,dogs_allowed,price
huntsville / decatur,apartment,1296,3,2.0,0,w/d hookups,no parking,1,1,995
huntsville / decatur,apartment,1100,3,2.0,0,laundry on site,off-street parking,1,1,899
huntsville / decatur,apartment,1256,3,2.0,0,w/d hookups,off-street parking,1,1,1151
anchorage / mat-su,apartment,840,3,1.0,0,w/d in unit,off-street parking,1,1,1245
huntsville / decatur,apartment,1029,3,2.0,0,w/d in unit,off-street parking,1,1,899
huntsville / decatur,apartment,1000,2,1.5,0,w/d in unit,off-street parking,1,1,919
huntsville / decatur,apartment,969,2,2.0,0,laundry on site,off-street parking,1,1,799
huntsville / decatur,apartment,1033,2,2.0,0,w/d hookups,off-street parking,1,1,1030
huntsville / decatur,apartment,915,1,1.0,1,w/d hookups,off-street parking,1,1,842
huntsville / decatur,apartment,800,2,1.0,1,w/d hookups,off-street parking,1,1,714
huntsville / decatur,apartment,1033,2,2.0,0,w/d hookups,off-street parking,0,1,968
huntsville / decatur,apartment,1150,3,2.0,0,w/d in unit,off-street parking,1,1,899
huntsville / decatur,apartment,728,1,1.0,0,w/d hookups,off-street parking,1,1,775
huntsville / decatur,apartment,1269,3,2.0,0,w/d in unit,off-street parking,1,1,899
huntsville / decatur,apartment,770,1,1.0,0,w/d in unit,off-street parking,1,1,935
huntsville / decatur,apartment,1280,2,1.5,0,w/d hookups,off-street parking,1,1,869
huntsville / decatur,apartment,1340,2,1.0,0,w/d hookups,off-street parking,1,1,875
huntsville / decatur,apartment,758,1,1.0,0,w/d hookups,off-street parking,1,1,859
huntsville / decatur,apartment,1260,3,2.0,0,laundry on site,off-street parking,1,1,895
huntsville / decatur,apartment,1117,2,2.0,0,w/d hookups,off-street parking,1,1,968
anchorage / mat-su,apartment,800,2,1.0,0,laundry in bldg,off-street parking,1,1,1005
huntsville / decatur,apartment,1256,3,2.0,0,w/d hookups,off-street parking,1,1,1226
huntsville / decatur,apartment,600,1,1.0,0,laundry on site,off-street parking,1,1,475
huntsville / decatur,apartment,631,1,1.0,0,laundry in bldg,off-street parking,1,1,550
huntsville / decatur,apartment,631,1,1.0,0,laundry on site,off-street parking,0,0,500
huntsville / decatur,apartment,631,1,1.0,0,laundry on site,off-street parking,1,1,500
huntsville / decatur,apartment,775,2,1.0,0,laundry on site,off-street parking,1,1,575
huntsville / decatur,apartment,631,1,1.0,0,laundry on site,off-street parking,1,1,550
huntsville / decatur,townhouse,1120,2,1.5,0,w/d hookups,off-street parking,1,1,895
huntsville / decatur,apartment,1225,3,2.0,0,w/d in unit,off-street parking,1,1,1079
huntsville / decatur,apartment,705,1,1.0,0,w/d hookups,off-street parking,1,1,730
huntsville / decatur,house,2001,3,3.0,0,w/d hookups,attached garage,0,0,1650
huntsville / decatur,apartment,551,1,1.0,0,laundry in bldg,off-street parking,1,1,585
huntsville / decatur,apartment,807,1,1.0,0,w/d hookups,off-street parking,1,1,937
phoenix,apartment,1360,2,2.0,0,w/d in unit,carport,1,1,1576
huntsville / decatur,apartment,750,2,1.0,0,w/d hookups,off-street parking,0,0,400
huntsville / decatur,apartment,1470,3,2.5,0,w/d in unit,off-street parking,1,1,1069
anchorage / mat-su,apartment,800,2,1.0,0,laundry in bldg,off-street parking,1,1,1040
huntsville / decatur,apartment,1072,2,2.0,0,w/d hookups,street parking,1,1,830
huntsville / decatur,apartment,750,1,1.0,0,w/d hookups,off-street parking,1,1,799
huntsville / decatur,apartment,1050,2,1.0,0,laundry on site,off-street parking,1,1,769
huntsville / decatur,apartment,1296,3,2.0,0,w/d hookups,no parking,1,1,1070
anchorage / mat-su,condo,620,1,1.0,1,laundry on site,off-street parking,0,0,1200
huntsville / decatur,apartment,1340,2,1.0,0,w/d hookups,off-street parking,1,1,850
anchorage / mat-su,apartment,780,2,1.0,0,w/d in unit,off-street parking,1,1,1165
huntsville / decatur,apartment,795,1,1.0,0,w/d hookups,no parking,1,1,745
huntsville / decatur,apartment,1208,2,1.0,0,w/d hookups,off-street parking,1,1,977
flagstaff / sedona,apartment,565,1,1.0,0,w/d in unit,detached garage,1,1,964
huntsville / decatur,house,2000,3,2.0,0,w/d hookups,attached garage,0,0,1200
huntsville / decatur,apartment,900,2,2.0,0,w/d in unit,off-street parking,1,0,799
huntsville / decatur,apartment,1127,3,1.5,0,w/d in unit,off-street parking,0,1,950
huntsville / decatur,apartment,850,2,1.0,0,w/d hookups,off-street parking,0,0,485
montgomery,apartment,1000,2,1.0,0,w/d hookups,off-street parking,0,0,600
huntsville / decatur,house,1432,4,2.0,0,w/d in unit,attached garage,1,1,800
huntsville / decatur,apartment,1200,2,2.0,0,w/d in unit,off-street parking,1,1,799
huntsville / decatur,apartment,1000,2,1.5,0,w/d in unit,off-street parking,1,1,7919
montgomery,apartment,725,1,1.0,0,laundry in bldg,off-street parking,0,0,545
huntsville / decatur,apartment,1200,2,1.5,0,w/d hookups,off-street parking,1,1,829
huntsville / decatur,apartment,768,1,1.0,0,w/d in unit,off-street parking,1,1,950
huntsville / decatur,apartment,959,3,2.5,0,w/d in unit,off-street parking,1,1,959
huntsville / decatur,apartment,900,2,2.0,0,w/d hookups,street parking,0,0,595
huntsville / decatur,apartment,631,1,1.0,0,laundry on site,off-street parking,0,0,550
huntsville / decatur,apartment,775,1,1.0,0,laundry on site,off-street parking,1,1,575
huntsville / decatur,apartment,1108,2,1.0,0,w/d hookups,off-street parking,1,1,993
huntsville / decatur,apartment,1020,2,1.0,0,w/d in unit,off-street parking,1,1,899
huntsville / decatur,apartment,1470,3,2.5,0,w/d in unit,off-street parking,1,1,999
huntsville / decatur,apartment,900,2,1.0,1,w/d hookups,off-street parking,1,1,719
huntsville / decatur,apartment,900,2,2.0,0,w/d in unit,off-street parking,1,1,899
huntsville / decatur,apartment,1296,3,2.0,0,w/d hookups,off-street parking,1,1,1101
huntsville / decatur,apartment,1072,2,2.0,0,w/d hookups,off-street parking,1,1,1013
huntsville / decatur,apartment,1150,3,1.0,0,laundry in bldg,off-street parking,1,1,660
huntsville / decatur,apartment,858,1,1.0,0,w/d in unit,off-street parking,0,1,732
huntsville / decatur,apartment,670,1,1.0,0,w/d hookups,off-street parking,1,1,590
huntsville / decatur,apartment,800,1,1.0,0,w/d in unit,off-street parking,1,1,749
huntsville / decatur,apartment,1150,3,1.0,0,laundry on site,off-street parking,1,1,710
huntsville / decatur,apartment,1248,2,2.0,0,w/d hookups,off-street parking,1,1,1023
huntsville / decatur,apartment,807,1,1.0,0,w/d hookups,off-street parking,1,1,917
huntsville / decatur,apartment,900,3,2.0,0,w/d in unit,off-street parking,1,1,899
huntsville / decatur,apartment,900,2,1.0,0,w/d in unit,off-street parking,1,1,779
huntsville / decatur,apartment,460,1,1.0,0,laundry on site,off-street parking,1,1,520
huntsville / decatur,apartment,783,1,1.0,0,w/d hookups,off-street parking,1,1,793
huntsville / decatur,apartment,400,1,1.0,0,w/d in unit,off-street parking,0,0,550
huntsville / decatur,apartment,990,3,1.0,0,laundry on site,off-street parking,1,1,610
huntsville / decatur,apartment,1000,2,1.5,0,laundry on site,detached garage,1,1,650
huntsville / decatur,house,1550,4,2.5,0,w/d hookups,attached garage,0,0,1400
huntsville / decatur,house,1459,3,2.0,0,w/d hookups,carport,1,1,499
huntsville / decatur,house,3077,5,3.5,0,w/d in unit,attached garage,1,1,1200
little rock,apartment,908,2,2.0,0,w/d hookups,off-street parking,1,1,866
huntsville / decatur,apartment,1100,2,1.5,0,laundry on site,off-street parking,1,1,750
huntsville / decatur,house,1970,3,2.0,0,w/d hookups,attached garage,1,1,1200
huntsville / decatur,apartment,1168,2,2.0,0,w/d hookups,off-street parking,1,1,1008
prescott,apartment,675,1,1.0,0,laundry in bldg,off-street parking,1,1,918
huntsville / decatur,apartment,600,1,1.0,0,laundry on site,off-street parking,0,0,525
huntsville / decatur,house,1800,3,2.0,0,w/d hookups,attached garage,0,1,1490
huntsville / decatur,apartment,960,2,2.0,0,w/d in unit,off-street parking,1,1,799
huntsville / decatur,apartment,783,1,1.0,0,w/d hookups,off-street parking,1,1,768
huntsville / decatur,apartment,1280,3,1.5,0,w/d hookups,off-street parking,1,1,960
huntsville / decatur,apartment,869,2,1.0,0,w/d in unit,off-street parking,1,1,779
tucson,house,738,1,1.0,0,laundry on site,off-street parking,1,1,725
little rock,apartment,818,2,2.0,0,w/d hookups,street parking,1,1,949
huntsville / decatur,apartment,1250,2,2.5,0,w/d hookups,off-street parking,1,1,1071
huntsville / decatur,apartment,750,2,1.0,0,w/d hookups,off-street parking,1,0,480
huntsville / decatur,apartment,1296,3,2.0,0,w/d hookups,off-street parking,1,1,1151
huntsville / decatur,apartment,800,2,1.0,1,w/d hookups,off-street parking,1,1,679
huntsville / decatur,apartment,1287,3,2.0,0,w/d hookups,off-street parking,1,1,1253
anchorage / mat-su,apartment,1000,2,1.0,0,w/d in unit,carport,1,0,1200
yuma,apartment,500,1,1.0,0,no laundry on site,off-street parking,0,0,475
huntsville / decatur,house,1128,3,2.0,0,w/d in unit,attached garage,1,1,900
huntsville / decatur,apartment,600,1,1.0,0,laundry on site,off-street parking,1,1,659
huntsville / decatur,apartment,915,1,1.0,0,w/d hookups,off-street parking,1,1,842
huntsville / decatur,apartment,1000,3,2.0,0,w/d in unit,off-street parking,1,1,899
huntsville / decatur,apartment,900,2,2.0,0,w/d in unit,off-street parking,1,1,799
fayetteville,house,1100,3,2.0,0,w/d in unit,attached garage,1,1,1100
huntsville / decatur,apartment,1117,2,2.0,0,w/d hookups,no parking,1,1,915
huntsville / decatur,apartment,1168,2,2.0,0,w/d hookups,off-street parking,1,1,988
huntsville / decatur,house,1011,1,1.0,0,w/d in unit,off-street parking,1,1,850
huntsville / decatur,apartment,1033,2,2.0,0,w/d hookups,no parking,1,1,895
huntsville / decatur,apartment,610,1,1.0,0,laundry on site,off-street parking,1,1,615
little rock,apartment,1150,2,2.0,0,w/d in unit,off-street parking,1,1,699
huntsville / decatur,apartment,1190,2,2.0,0,w/d hookups,off-street parking,1,1,925
little rock,apartment,1049,2,2.0,0,w/d hookups,street parking,1,1,1029
huntsville / decatur,apartment,783,1,1.0,0,w/d hookups,off-street parking,1,1,763
huntsville / decatur,house,1543,3,1.0,0,laundry in bldg,detached garage,1,1,1550
huntsville / decatur,apartment,1180,2,2.0,0,w/d hookups,off-street parking,1,1,1041
huntsville / decatur,apartment,1212,2,2.0,0,w/d hookups,off-street parking,1,1,1099
huntsville / decatur,apartment,880,2,1.0,0,laundry on site,off-street parking,1,1,739
huntsville / decatur,apartment,751,1,1.0,0,w/d in unit,off-street parking,1,1,1209
huntsville / decatur,apartment,800,2,1.0,1,laundry on site,off-street parking,1,1,689
huntsville / decatur,apartment,1000,2,1.5,0,w/d in unit,off-street parking,1,0,919
huntsville / decatur,apartment,907,1,1.0,0,w/d hookups,off-street parking,1,1,907
huntsville / decatur,apartment,864,1,1.0,0,w/d in unit,off-street parking,1,1,1239
huntsville / decatur,apartment,1390,2,1.0,0,w/d hookups,off-street parking,1,1,850
little rock,apartment,667,1,1.0,0,w/d hookups,off-street parking,1,1,664
huntsville / decatur,apartment,550,2,1.0,1,w/d hookups,off-street parking,1,1,560
huntsville / decatur,apartment,900,2,1.0,1,w/d hookups,off-street parking,1,1,749
little rock,apartment,970,2,1.5,0,laundry on site,off-street parking,1,1,875
huntsville / decatur,apartment,600,1,1.0,0,laundry on site,off-street parking,1,1,639
huntsville / decatur,apartment,1020,3,2.0,0,w/d in unit,off-street parking,1,1,899
huntsville / decatur,apartment,1000,2,1.5,0,w/d in unit,off-street parking,1,1,739
huntsville / decatur,apartment,1287,3,2.0,0,w/d hookups,off-street parking,1,1,1313
huntsville / decatur,apartment,550,1,1.0,1,laundry on site,off-street parking,1,1,575
little rock,apartment,608,1,1.0,0,w/d hookups,street parking,1,1,799
little rock,duplex,950,2,1.0,0,w/d hookups,carport,0,0,650
huntsville / decatur,apartment,1200,2,1.0,0,w/d in unit,off-street parking,1,1,779
huntsville / decatur,apartment,1190,2,2.0,0,w/d in unit,off-street parking,1,1,1624
huntsville / decatur,apartment,600,1,1.0,1,laundry on site,off-street parking,1,0,659
anchorage / mat-su,condo,520,1,1.0,0,laundry on site,off-street parking,0,0,1100
huntsville / decatur,house,1654,2,1.5,0,w/d hookups,off-street parking,1,1,800
huntsville / decatur,house,1160,3,1.0,0,w/d hookups,off-street parking,1,1,700
yuma,apartment,500,1,1.0,0,laundry on site,carport,1,1,475
huntsville / decatur,apartment,900,2,1.0,0,w/d in unit,off-street parking,1,1,749
little rock,apartment,918,2,2.0,0,w/d hookups,street parking,1,1,949
huntsville / decatur,apartment,1380,2,1.0,0,w/d hookups,off-street parking,1,1,875
huntsville / decatur,apartment,800,2,1.0,1,w/d hookups,off-street parking,1,1,674
huntsville / decatur,apartment,1208,2,2.0,0,w/d hookups,off-street parking,1,1,1057
huntsville / decatur,apartment,1248,2,2.0,0,w/d hookups,off-street parking,1,1,1013
huntsville / decatur,house,2409,4,2.0,0,w/d hookups,attached garage,1,1,1750
huntsville / decatur,apartment,1117,2,2.0,0,w/d hookups,no parking,1,1,905
huntsville / decatur,apartment,1033,2,2.0,0,w/d hookups,off-street parking,1,1,1055
little rock,apartment,982,2,2.0,0,w/d hookups,street parking,1,1,949
huntsville / decatur,apartment,600,2,1.0,0,laundry on site,off-street parking,1,1,659
huntsville / decatur,apartment,783,1,1.0,0,w/d hookups,off-street parking,1,1,803
huntsville / decatur,house,1122,3,2.0,0,w/d hookups,off-street parking,1,1,1000
huntsville / decatur,apartment,900,2,1.0,0,w/d hookups,off-street parking,1,1,799
huntsville / decatur,apartment,1470,3,2.0,0,w/d hookups,off-street parking,1,1,950
huntsville / decatur,apartment,900,2,2.0,0,laundry on site,off-street parking,1,1,799
montgomery,house,1788,3,2.0,0,w/d hookups,attached garage,1,1,529
huntsville / decatur,apartment,1168,2,2.0,0,w/d hookups,off-street parking,1,1,1003
huntsville / decatur,apartment,1033,2,2.0,0,w/d hookups,off-street parking,1,1,1005
huntsville / decatur,apartment,900,2,1.0,1,w/d hookups,off-street parking,1,1,739
huntsville / decatur,apartment,640,1,1.0,0,laundry in bldg,off-street parking,1,1,779
huntsville / decatur,apartment,705,1,1.0,0,w/d hookups,off-street parking,1,1,745
huntsville / decatur,apartment,1296,3,2.0,0,w/d hookups,off-street parking,1,1,1231
huntsville / decatur,apartment,1225,2,2.0,0,w/d in unit,off-street parking,1,1,949
huntsville / decatur,apartment,1139,2,1.0,0,w/d hookups,off-street parking,1,1,993
huntsville / decatur,apartment,800,2,1.0,1,w/d hookups,off-street parking,1,1,729
huntsville / decatur,house,1900,3,2.0,0,w/d in unit,off-street parking,1,1,700
huntsville / decatur,apartment,1050,1,1.0,0,laundry on site,off-street parking,1,1,659
huntsville / decatur,apartment,900,2,1.5,0,w/d hookups,off-street parking,1,1,650
huntsville / decatur,apartment,1240,2,1.0,0,laundry in bldg,off-street parking,0,0,1100
huntsville / decatur,apartment,1000,2,1.5,0,w/d hookups,off-street parking,1,1,700
mobile,apartment,641,1,1.0,0,w/d hookups,off-street parking,1,1,710
huntsville / decatur,apartment,640,1,1.0,0,w/d in unit,off-street parking,1,1,779
huntsville / decatur,apartment,1282,3,2.0,0,w/d hookups,off-street parking,1,1,1206
mobile,apartment,917,2,2.0,0,w/d hookups,off-street parking,1,1,853
huntsville / decatur,apartment,792,1,1.0,0,w/d hookups,off-street parking,1,1,910
huntsville / decatur,apartment,1043,2,2.0,0,w/d in unit,off-street parking,1,1,1524
huntsville / decatur,apartment,1225,3,2.0,0,w/d in unit,off-street parking,1,1,1029
huntsville / decatur,apartment,754,1,1.0,0,w/d hookups,off-street parking,1,1,455
huntsville / decatur,apartment,1117,2,2.0,0,w/d hookups,off-street parking,1,1,1030
huntsville / decatur,apartment,858,1,1.0,0,w/d in unit,off-street parking,1,1,752
huntsville / decatur,apartment,1212,2,2.0,0,w/d hookups,off-street parking,1,1,1139
huntsville / decatur,apartment,1402,2,2.0,0,w/d in unit,off-street parking,0,0,847
huntsville / decatur,apartment,600,1,1.0,1,laundry on site,off-street parking,1,1,625
huntsville / decatur,apartment,1390,2,1.0,0,w/d hookups,off-street parking,1,1,875
mobile,apartment,650,1,1.0,0,laundry on site,off-street parking,1,1,669
huntsville / decatur,apartment,1295,2,3.0,0,w/d in unit,off-street parking,1,1,1495
montgomery,apartment,800,1,1.0,0,w/d in unit,off-street parking,0,0,895
mobile,apartment,650,1,1.0,0,laundry on site,off-street parking,1,1,680
huntsville / decatur,apartment,749,1,1.0,1,w/d in unit,off-street parking,1,1,1485
huntsville / decatur,apartment,1190,2,2.0,0,w/d hookups,off-street parking,1,0,925
huntsville / decatur,apartment,1139,2,1.0,0,w/d hookups,off-street parking,1,0,977
mobile,apartment,650,1,1.0,0,laundry on site,off-street parking,1,0,680
huntsville / decatur,apartment,869,1,1.0,0,w/d in unit,off-street parking,1,1,779
montgomery,apartment,1438,3,2.0,0,w/d in unit,attached garage,1,1,1123
montgomery,apartment,820,1,1.0,0,w/d in unit,attached garage,1,1,910
huntsville / decatur,apartment,900,2,1.0,1,w/d hookups,off-street parking,1,1,734
huntsville / decatur,house,1170,3,1.0,1,w/d in unit,attached garage,1,1,700
huntsville / decatur,apartment,1100,1,1.0,0,laundry on site,off-street parking,1,1,759
huntsville / decatur,apartment,3314,5,2.0,0,w/d in unit,valet parking,1,1,900
huntsville / decatur,apartment,1225,2,2.0,0,w/d in unit,off-street parking,1,1,989
huntsville / decatur,townhouse,1468,2,2.0,0,w/d in unit,detached garage,0,0,1325
huntsville / decatur,apartment,900,2,1.0,0,w/d hookups,off-street parking,1,1,719
little rock,apartment,918,2,2.0,0,w/d hookups,street parking,0,0,949
anchorage / mat-su,apartment,900,1,1.0,0,laundry in bldg,off-street parking,0,0,950
huntsville / decatur,apartment,1050,2,1.0,0,laundry on site,off-street parking,1,1,759
anchorage / mat-su,condo,620,1,1.0,1,laundry on site,off-street parking,0,0,1100
huntsville / decatur,apartment,807,1,1.0,0,w/d hookups,off-street parking,1,1,947
huntsville / decatur,apartment,900,1,1.0,1,laundry on site,off-street parking,1,1,729
huntsville / decatur,apartment,900,2,1.0,1,laundry on site,off-street parking,1,1,799
huntsville / decatur,apartment,600,2,1.0,1,w/d hookups,off-street parking,1,1,645
mobile,apartment,1924,2,2.5,0,w/d in unit,carport,0,0,1850
